Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Month,Age,TotalAmountSpent,TotalPurchasesMade,TotalAcceptedCampaigns,WebEngagementRatio,FamilySize,IncomePerMember,RecencyMonths,CustomerLoyalty,TimeSinceEnrollment,InteractionWithPromotions
1989,2,1,88420,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,5,35,2069,19,3,0.25,0,88420.0,2.8580814717477003,1,3560,4
1985,0,2,31158,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,39,72,5,0,4.0,1,15579.0,2.0367936925098555,1,4020,2
1968,0,3,61671,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0,6,56,732,20,2,0.8,1,30835.5,0.7555847568988173,1,3528,10
1974,0,0,69719,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0,5,50,801,10,0,0.5,0,69719.0,3.252299605781866,1,3536,1
1949,0,3,49160,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0,10,75,236,10,0,2.0,1,24580.0,0.9526938239159001,1,3754,2
1978,3,1,24882,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,9,46,80,4,1,6.0,1,12441.0,1.7082785808147174,1,4160,2
1954,1,0,90933,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0,3,70,1685,14,1,0.25,0,90933.0,2.9566360052562417,1,3592,2
1945,1,0,113734,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,3,11,0,5,79,277,27,0,0.037037037037037035,0,113734.0,0.2956636005256242,1,3534,0
1950,1,1,59292,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,6,74,507,16,0,1.0,1,29646.0,2.3324572930354797,1,3883,2
1964,1,2,45759,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,60,68,5,0,3.5,2,15253.0,0.42706964520367935,1,3993,2
1983,0,0,22148,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,41,49,4,0,7.0,0,22148.0,0.5256241787122208,1,3579,1
1987,2,2,73395,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0,3,37,397,14,0,0.5,0,73395.0,3.088042049934297,1,3605,1
1971,0,3,29819,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0,10,53,39,6,0,2.0,1,14909.5,2.5295663600525624,1,3750,3
1968,0,2,45688,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0,1,56,306,12,1,1.3333333333333333,1,22844.0,0.657030223390276,1,3657,3
1954,0,2,62820,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,5,70,976,13,0,0.3333333333333333,0,62820.0,1.6754270696452036,1,3916,1
1971,1,2,60491,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0,9,53,1028,24,0,0.8333333333333334,1,30245.5,2.6609724047306176,1,3798,4
1986,0,1,33235,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0,2,38,70,6,0,2.3333333333333335,1,16617.5,2.3324572930354797,1,3646,1
1959,0,2,35701,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,3,65,46,4,0,6.0,0,35701.0,1.1826544021024967,1,3969,1
1980,2,2,31535,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0,9,44,51,4,1,7.0,1,15767.5,3.1208935611038107,1,3778,2
1960,4,1,92556,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,4,64,1263,21,0,0.0,0,92556.0,1.0512483574244416,1,3572,0
1970,0,0,67384,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0,11,54,1490,20,1,0.7142857142857143,1,33692.0,1.0512483574244416,1,4098,3
1971,2,1,80573,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,10,53,1564,23,0,0.5,0,80573.0,2.7923784494086727,1,4125,1
1967,0,2,77870,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1,8,57,1815,15,3,1.6,1,38935.0,3.055190538764783,1,4178,6
1963,1,4,52278,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0,1,61,1198,25,0,0.8,1,26139.0,0.7884362680683311,1,4022,6
1968,0,0,57107,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1,8,56,416,16,3,2.0,1,28553.5,1.445466491458607,1,4176,10
1990,0,2,18929,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,2,34,85,5,0,6.0,0,18929.0,0.49277266754270693,1,4000,1
1981,1,0,36038,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0,5,43,47,6,0,2.0,1,18019.0,2.6938239159001314,1,3896,2
1976,0,0,20180,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,2,48,137,7,0,3.5,0,20180.0,0.8869908015768725,1,3996,1
1965,1,1,34230,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,12,59,21,3,0,7.0,2,11410.0,2.3653088042049935,1,4052,1
1977,4,0,31878,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,6,47,70,5,0,3.0,1,15939.0,0.22996057818659657,1,3509,1
1972,4,2,70932,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,1,52,909,20,0,0.5,1,35466.0,1.8725361366622864,1,3663,2
1956,0,0,91249,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1,10,68,1676,22,5,0.5714285714285714,0,91249.0,2.759526938239159,1,4119,5
1943,2,0,77598,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0,10,81,1735,25,1,0.42857142857142855,0,77598.0,1.7411300919842312,1,3773,2
1959,0,0,80982,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,1,65,1191,27,0,0.45454545454545453,2,26994.0,1.5768725361366622,0,4039,3
1977,2,2,22701,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,9,47,24,4,0,5.0,1,11350.5,0.0657030223390276,1,3799,1
1969,1,2,55212,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,11,55,1182,17,2,2.0,1,27606.0,2.135348226018397,1,4085,5
1970,0,2,70617,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0,6,54,1280,13,0,0.6666666666666666,0,70617.0,1.4783180026281209,1,3873,1
1957,0,0,64849,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,3,11,1,11,67,1336,18,1,0.5555555555555556,0,64849.0,1.3797634691195795,1,4095,2
1965,2,2,62694,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,0,6,59,749,19,0,0.7777777777777778,2,20898.0,0.9526938239159001,1,3879,5
1974,1,2,61917,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0,11,50,91,6,0,2.5,2,20639.0,2.726675427069645,1,3723,1
1947,1,2,67472,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0,9,77,414,13,0,0.75,1,33736.0,3.055190538764783,1,3776,2
1982,2,2,21059,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,3,11,0,1,42,44,6,0,2.0,1,10529.5,1.314060446780552,1,3675,3
1968,2,2,29543,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,3,11,0,4,56,63,6,0,2.3333333333333335,2,9847.666666666666,1.5440210249671484,1,3591,2
1951,0,2,75903,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,4,73,901,21,0,0.5,1,37951.5,1.6425755584756898,1,3949,2
1975,4,1,34984,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,9,49,38,4,0,7.0,2,11661.333333333334,1.314060446780552,1,4163,2
1956,1,0,54998,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,3,68,455,15,1,1.0,1,27499.0,0.09855453350854139,1,3978,6
1949,1,4,54356,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,3,11,1,11,75,775,21,1,0.7272727272727273,1,27178.0,2.0367936925098555,1,4089,4
1959,2,2,34242,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,3,65,15,3,0,0.0,1,17121.0,0.8212877792378449,1,3600,1
1973,0,2,25410,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,3,11,0,8,51,38,5,0,4.0,1,12705.0,1.5768725361366622,1,3804,1
1984,1,2,73356,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,3,11,1,2,40,1512,21,4,0.4,0,73356.0,1.8396846254927726,1,3645,5
1950,0,1,28320,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,74,43,4,0,8.0,1,14160.0,2.2339027595269383,1,4033,1
1977,0,0,23763,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,3,11,0,8,47,42,4,0,7.0,1,11881.5,2.102496714848883,1,4193,1
1984,0,2,72570,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,3,11,0,4,40,1089,22,0,0.25,0,72570.0,2.2010512483574245,1,3567,1
1976,2,2,34529,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,3,11,0,9,48,162,7,0,3.5,1,17264.5,3.088042049934297,1,4155,2
1951,0,4,70792,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,3,11,0,2,73,1272,17,0,1.0,0,70792.0,2.6938239159001314,1,4010,2
1982,0,2,63211,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,3,11,1,11,42,1173,18,1,0.6666666666666666,0,63211.0,0.09855453350854139,1,4106,3
1974,2,2,83891,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,3,11,0,6,50,816,21,0,0.25,1,41945.5,0.7884362680683311,1,3511,1
1968,0,0,36065,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,3,56,74,6,0,2.6666666666666665,2,12021.666666666666,1.773981603153745,1,3957,3
1954,0,1,39898,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,3,11,0,2,70,134,7,0,2.3333333333333335,1,19949.0,0.657030223390276,1,4004,2
1940,1,0,51141,0,0,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,3,11,0,7,84,157,8,0,1.6666666666666667,0,51141.0,3.1537450722733245,1,3858,1
1976,0,2,56939,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,3,11,0,9,48,561,16,0,1.0,1,28469.5,0.6241787122207622,1,3786,2
1951,0,0,80872,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,0,5,73,1336,18,0,0.25,0,80872.0,1.9710906701708277,1,3550,1
1976,1,1,72335,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,3,11,1,8,48,2092,22,1,0.8,0,72335.0,0.0657030223390276,1,4187,2
1964,1,0,61798,0,0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,3,11,0,11,60,463,15,0,1.0,0,61798.0,0.42706964520367935,1,3720,1
1950,1,4,76842,0,0,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,3,11,0,5,74,1130,16,0,0.0,0,76842.0,1.2155059132720105,1,3559,1
1976,0,1,29478,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,48,20,4,0,6.0,1,14739.0,1.938239159001314,1,3665,1
1956,0,0,46998,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,3,11,0,10,68,377,13,1,1.4,1,23499.0,1.8068331143232588,1,4117,6
1990,0,0,96843,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,3,11,1,4,34,1544,27,2,0.3333333333333333,0,96843.0,1.9710906701708277,1,3934,3
1950,1,4,56551,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,5,74,138,7,0,2.0,2,18850.333333333332,1.5768725361366622,1,3555,3
1965,2,2,70053,0,1,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,3,11,0,7,59,1012,23,0,0.625,1,35026.5,1.2483574244415243,1,3863,3
1962,1,4,71670,0,0,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,3,11,1,7,62,1766,14,4,1.2,0,71670.0,0.2628120893561104,1,3857,5
1978,0,2,44359,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,3,11,0,6,46,45,6,0,1.5,2,14786.333333333334,0.6241787122207622,1,3514,3
1952,0,0,40887,1,1,2013-05-06,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,3,11,1,5,72,161,7,1,3.0,2,13629.0,1.0512483574244416,1,3921,4
1966,0,3,48877,0,1,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,3,11,0,1,58,144,7,0,2.3333333333333335,1,24438.5,0.8869908015768725,1,3677,1
1947,0,1,74485,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,3,11,0,8,77,1734,25,0,0.5,0,74485.0,1.9053876478318001,1,3811,1
1972,0,1,64474,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,3,11,0,10,52,823,20,0,0.625,1,32237.0,1.938239159001314,1,3752,2
1963,0,1,77226,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,3,11,0,2,61,1138,26,0,0.5,1,38613.0,0.9526938239159001,1,3623,2
1949,0,4,72643,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,3,11,1,2,75,1429,20,2,0.6666666666666666,0,72643.0,1.9710906701708277,1,3989,3
1978,2,1,85738,0,0,2014-01-23,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,3,11,0,1,46,1371,20,2,0.3333333333333333,0,85738.0,1.3469119579500657,1,3659,3
1966,0,3,55686,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,3,11,0,2,58,982,14,1,0.6666666666666666,1,27843.0,0.8869908015768725,1,4002,3
1983,0,0,39062,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,3,11,0,3,41,44,4,1,4.0,1,19531.0,0.9198423127463863,1,3598,2
1971,0,1,34600,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,1,53,318,12,1,1.6,2,11533.333333333334,0.2628120893561104,1,4046,6
1975,0,2,40794,0,1,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,3,11,0,4,49,434,14,0,1.1666666666666667,1,20397.0,0.5913272010512484,1,3950,2
1971,4,2,54690,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,11,53,198,9,0,1.0,2,18230.0,2.4967148488830486,1,3736,3
1969,0,2,4428,0,1,2013-10-05,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,3,11,0,10,55,359,25,0,0.04,1,2214.0,0.0,1,3769,0
1963,4,2,32632,0,0,2012-08-02,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,3,11,0,8,61,576,16,0,1.25,0,32632.0,1.0512483574244416,1,4198,2
1968,1,0,38236,1,1,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,3,11,0,9,56,88,7,0,2.3333333333333335,2,12745.333333333334,0.0657030223390276,1,3784,4
1979,0,2,36781,1,0,2014-04-10,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,3,11,1,4,45,63,5,1,4.0,1,18390.5,0.5256241787122208,1,3582,2
1984,2,0,31385,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1,12,40,27,3,2,8.0,1,15692.5,1.8396846254927726,1,4073,3
1984,0,2,24570,1,0,2013-02-27,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,3,11,0,2,40,193,8,0,2.25,1,12285.0,3.1865965834428382,1,3989,3
1974,1,3,25509,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,9,50,101,6,1,3.0,1,12754.5,0.49277266754270693,1,4151,4
1951,0,2,94642,0,0,2014-02-12,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,3,11,0,2,73,2211,21,2,0.2,0,94642.0,1.149802890932983,1,3639,2
1962,2,2,58646,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,6,62,140,7,0,2.0,1,29323.0,0.09855453350854139,1,3886,1
1975,0,0,53201,1,1,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,3,11,0,2,49,415,14,0,1.1666666666666667,2,17733.666666666668,1.609724047306176,1,4004,8
1957,0,1,21994,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,12,67,22,3,0,0.0,1,10997.0,0.1314060446780552,1,4054,1
1978,0,2,57113,1,1,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,3,11,0,2,46,263,10,0,1.75,2,19037.666666666668,1.4783180026281209,1,4010,6
1991,0,2,51373,0,0,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,3,11,0,6,33,393,11,0,1.3333333333333333,0,51373.0,1.2155059132720105,1,3874,1
1986,0,2,23477,1,0,2013-10-21,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,3,11,0,10,38,147,7,0,2.6666666666666665,1,11738.5,1.281208935611038,1,3753,3
1956,0,2,58116,0,1,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,3,11,0,4,68,443,14,0,0.6666666666666666,1,29058.0,1.2483574244415243,1,3579,2
1963,1,3,72968,0,0,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,3,11,1,12,61,1958,18,2,0.6,0,72968.0,0.2628120893561104,1,3697,3
1971,2,2,39791,0,1,2013-03-28,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,3,11,0,3,53,174,8,0,2.3333333333333335,1,19895.5,2.923784494086728,1,3960,2
1947,2,0,91712,0,0,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,3,11,1,10,77,2217,27,2,0.3333333333333333,0,91712.0,1.5440210249671484,1,3757,2
1958,0,0,94472,0,1,2014-04-03,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,3,11,0,4,66,1691,15,2,1.0,1,47236.0,2.463863337713535,1,3589,3
1960,0,1,13672,1,1,2013-04-17,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,3,11,0,4,64,25,4,0,8.0,2,4557.333333333333,2.8252299605781865,1,3940,2
1980,4,2,96547,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,3,11,1,5,44,809,21,4,0.2857142857142857,0,96547.0,0.1314060446780552,1,3539,4
1975,0,2,79205,0,0,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,3,11,1,8,49,895,15,2,0.6666666666666666,0,79205.0,2.3981603153745072,1,4171,3
1975,1,1,56559,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,3,11,0,12,49,484,15,0,1.0,1,28279.5,1.5111695137976346,1,4053,3
1973,1,2,32644,1,0,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,3,11,0,1,51,413,14,1,1.1428571428571428,1,16322.0,1.2483574244415243,1,4031,5
1980,4,0,67506,0,1,2014-01-02,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,3,11,0,1,44,331,11,0,0.75,1,33753.0,2.3981603153745072,1,3680,1
1970,0,0,24206,1,0,2013-03-08,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,3,54,25,4,0,6.0,1,12103.0,2.1681997371879107,1,3980,1
1967,1,3,28420,1,0,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,12,57,13,3,0,6.0,1,14210.0,1.1826544021024967,1,3689,1
1970,0,2,22979,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,3,11,1,9,54,115,7,1,2.6666666666666665,1,11489.5,0.9526938239159001,1,4163,4
1966,0,0,33279,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,3,11,0,6,58,16,3,0,0.0,0,33279.0,0.9526938239159001,1,3519,1
1972,2,0,46423,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,9,52,92,6,0,3.5,2,15474.333333333334,0.19710906701708278,1,3786,3
1977,0,2,30368,0,1,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,3,11,0,11,47,52,5,0,4.0,1,15184.0,3.1865965834428382,1,3736,2
1970,0,2,63684,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,3,11,0,11,54,1464,20,0,0.625,1,31842.0,2.0039421813403417,1,4082,3
1964,0,3,41638,0,1,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,3,11,0,2,60,441,13,1,1.6,1,20819.0,2.2339027595269383,1,4003,5
1959,1,3,68805,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,3,11,0,9,65,283,11,0,0.6666666666666666,1,34402.5,2.3981603153745072,1,3787,1
1966,1,1,65814,0,1,2014-03-02,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,3,11,0,3,58,747,20,0,0.625,1,32907.0,2.9566360052562417,1,3621,3
1958,0,3,71964,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,3,11,0,5,66,1870,16,0,0.6,0,71964.0,2.6609724047306176,1,3907,1
1986,0,0,39146,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,3,11,0,2,38,165,8,0,2.0,1,19573.0,0.0328515111695138,1,4002,3
1977,0,1,96876,0,0,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,3,11,1,8,47,1941,23,4,0.2857142857142857,0,96876.0,2.59526938239159,1,3829,5
1981,3,2,34445,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,3,11,0,1,43,839,21,0,0.8181818181818182,0,34445.0,3.0223390275952693,1,4020,6
1958,0,0,68281,0,0,2012-08-07,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,3,11,1,8,66,1655,24,1,2.5,0,68281.0,1.0183968462549278,1,4193,2
1975,4,2,37284,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,3,11,0,3,49,23,3,0,0.0,2,12428.0,1.5111695137976346,1,3959,1
1983,0,2,36790,0,0,2013-03-01,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,3,11,1,3,41,66,5,1,4.5,0,36790.0,0.45992115637319314,1,3987,2
1967,0,1,27943,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,3,11,0,4,57,37,5,0,4.0,2,9314.333333333334,2.923784494086728,1,3942,3
1951,0,3,22263,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,3,11,0,3,73,21,4,0,6.0,2,7421.0,1.0183968462549278,0,3593,2
1972,0,1,30261,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,3,11,0,9,52,22,3,0,0.0,3,7565.25,2.463863337713535,1,4144,1
1978,0,1,28587,1,0,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,3,11,0,2,46,78,6,0,3.0,1,14293.5,1.3797634691195795,1,3639,3
1982,2,2,43815,1,0,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,3,11,0,4,42,79,5,0,3.0,1,21907.5,1.7411300919842312,1,3952,1
1956,0,2,48195,1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,3,11,0,1,68,265,11,0,1.5,2,16065.0,1.7411300919842312,1,3661,6
1952,2,2,77027,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,3,11,0,2,72,1175,17,0,0.5,1,38513.5,0.7555847568988173,1,3646,2
1965,1,2,71322,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,3,11,0,2,59,1305,26,0,0.5,1,35661.0,1.8725361366622864,1,4000,2
